BAL,LV,TEN,PHI,IND,LA,TB,MIA,DEN,NYG,PIT,GB,WAS,NO,NYJ,NE,MIN,JAX,CAR,DET,BUF,SF,DAL,KC,SEA,CHI,LAC,ATL,CIN,CLE,ARI
0.15747448724712756,0.12188385156673731,0.10699346646228769,0.10559005597864607,0.08753209829791427,0.07576084820018258,0.07509373603127202,0.060805354801568276,0.04097641092231144,0.04083116245274578,0.03959174171114434,0.03239869876129918,0.02572294769559277,0.024559489555931624,0.021030196406729165,0.0161461436044279,0.01596891596837688,0.01399020585644719,0.006102888711037938,-8.96868085896868e-05,-0.026054026467686175,-0.027600186035633495,-0.02769895717658116,-0.03573784244588397,-0.0500581952254887,-0.07646825704291105,-0.09638659268498016,-0.10757305828842331,-0.11575967722928951,-0.15511686099662722,-0.16285151208632254
